sentence_id,text_source,text,ppl_grok-3_model,nll_grok-3_model,ppl_gpt-5_model,nll_gpt-5_model,ppl_gpt-5-mini_model,nll_gpt-5-mini_model,ppl_human_model,nll_human_model,ppl_pooled_ai_model,nll_pooled_ai_model,ppl_llama-3.3-70b-instruct_model,nll_llama-3.3-70b-instruct_model
339c2f627dc5927c9b0ec120fb2f2653,human,Lists and reports can be compiled quickly and transmitted via mobile satellite communications systems to disaster relief coordinators and other agencies using existing software programs for the management of personnel and supplies.,50.14718051133604,3.9149622917175293,51.20849603910336,3.9359054565429688,50.779349068621364,3.927489757537842,50.981278301678465,3.9314584732055664,44.787442775756666,3.8019278049468994,50.160644796545014,3.9152307510375977
3418ec89a2b724082814da1966d9562b,human,"Using Inmarsat mobile satellite communications systems and GPS, operations control is able to monitor the progress and location of all equipped vehicles, as well as send messages to them, regardless of the state of the local infrastructure, weather conditions and other impediments.",33.17657084266887,3.5018439292907715,32.986417827773174,3.496095895767212,33.54760385507362,3.512965440750122,33.82062952164616,3.521070957183838,30.08899667339552,3.4041595458984375,32.57406614304931,3.4835164546966553
d053e77ef42c1c90fd345616a349e19f,human,"It is therefore increasingly used by FAO in its programmes and field projects being conducted on the basis of the recommendations contained in Agenda 21.1 However, until now, remote sensing has been largely technology-driven.",34.36615389737904,3.53707218170166,34.51586347533081,3.54141902923584,34.0171242357888,3.5268640518188477,33.946289609579885,3.5247795581817627,33.5935058932205,3.5143327713012695,34.7228458425353,3.5473978519439697
cddf1da76e159c360913488902330e3e,human,Such products are disseminated within three hours from data sensing to nominated centres through the global meteorological network for subsequent assimilation into numerical analysis and forecast models.,188.18873229713273,5.23744535446167,184.42734508498114,5.217255592346191,186.08275994424608,5.226191520690918,179.39857463684575,5.189610004425049,167.43775456015138,5.120611667633057,187.81419108735943,5.235453128814697
032e47b1c4c5af214757515a6664327d,human,Both systems therefore concentrate on observing environmental changes that occur over short periods (e.g. oil pollution and red tides) and the simultaneous observation of phenomena occurring globally over the surface of Earth (e.g. wind speed and direction of sea surface).,36.48011023953091,3.5967671871185303,37.69973167255385,3.629652976989746,37.52373904747628,3.624973773956299,36.32751022430558,3.5925753116607666,36.0891697394549,3.5859928131103516,36.69755923680528,3.602710247039795
be1d7c45f5e7aa1f9673feeab6eb2df3,human,"The payloads of the satellite segment of both systems would be designed to monitor the land and ocean environment, the geosphere, hydrosphere and meteorological conditions, with the aid of visible, near infrared, microwave, short-wave and thermal radiometers, synthetic aperture radar, radar altimeter and scattering lidar.",33.32737487202771,3.5063791275024414,32.95797606457377,3.4952332973480225,33.14095582419234,3.500769853591919,31.739091615962028,3.4575490951538086,31.629421078398597,3.454087734222412,32.947094816774225,3.494903087615967
b1942f169e129f6fd766e52463eee0d7,human,"After a modest beginning with small, simple and lightweight satellites, space systems evolved into large, complex and expensive space platforms for scientific research and other applications that often require many years of development prior to launch.",34.23951101283192,3.5333802700042725,35.47822690939186,3.5689191818237305,35.78967229885036,3.5776593685150146,35.1293083592156,3.5590357780456543,31.124771608431196,3.4380040168762207,34.336776270543645,3.536216974258423
6aa97b79ef4437a722d0310cd3f4b5dd,human,Launch costs represent a large portion of total programme costs (generally over 25 per cent) and satellite mass and size must therefore be constrained to take full advantage of low-cost launch opportunities.,33.512357561211935,3.5119142532348633,33.059986332253615,3.498323678970337,32.744560867433044,3.488736867904663,32.83807260947789,3.491588592529297,35.655879319322146,3.573914051055908,33.252521602081984,3.5041306018829346
66bc4fdb5581bf91ddd078c85963c850,human,"At one extreme, low data rate sensors with only local or regional coverage on missions with low tracking and command requirements impose relatively low demands on the ground segment, possibly comprising only 10 per cent or less of total programme costs.",99.50494374368107,4.600207328796387,100.5674731138448,4.610828876495361,99.01181262341905,4.595239162445068,96.14742424960458,4.565882682800293,95.04653260674779,4.554366588592529,98.02174506729706,4.585189342498779
8eb8d74b5e5ecec585014349488c8719,human,"A university environment is often an ideal environment for the development of space activities and, because such projects often require the creation of new laboratories, these facilities are a lasting, beneficial by-product of such projects.",31.580750974776098,3.452547788619995,32.43379965961934,3.479201078414917,32.02083533185736,3.4663867950439453,32.426106415848444,3.478963851928711,28.93623632309565,3.3650946617126465,31.080456939904746,3.4365792274475098
6672ac27461c36848fd3d01e4b1ab678,human,"Ten different experiments, provided by scientists from Austria, Czech Republic, Hungary, Poland and Slovakia, will be accommodated on the spacecraft, which is being funded by the Italian Space Agency (ASI) and designed by Alenia Spazio.",17.649803991841694,2.870724678039551,17.344079670515434,2.8532512187957764,17.57003621630866,2.8661949634552,17.24518934466189,2.8475332260131836,17.996413382908475,2.8901724815368652,17.440559578264132,2.8587985038757324
f2b5b957b99f9c990c9a60d68626c9f4,human,"(c) Mission IBIZA: registration of the plasma accelerated in the geomagnetic auroral regions, interaction of ionized particles with the ionosphere and magnetosphere of Earth, creation of electromagnetic disturbances;",118.02741627376982,4.770916938781738,117.70615861579019,4.768191337585449,118.53739736510457,4.775228500366211,108.90847915939736,4.690507888793945,102.17851004646909,4.626721382141113,117.12053532133136,4.7632036209106445
d3aa71a72c4758da75eceb34c42c6572,human,"The latest additions to the UOSAT family are a Portuguese satellite (POSAT-1), HEALTHSAT-2 and KITSAT-2, which were launched together in September 1993 aboard Ariane V-59, together with the SPOT-3 commercial remote sensing satellite.",53.58710497109853,3.9813084602355957,52.79015981551883,3.966324806213379,53.74540499542628,3.9842581748962402,51.41432597717211,3.9399168491363525,46.24330349247421,3.833916664123535,53.962757062943204,3.9882941246032715
7fe45f7de165b5b93be1fec583bb8d14,human,"In addition, large satellites are essential where specific instruments must be large enough to achieve their mission objectives with high power and very high data rates (e.g. depending on the size of radar antenna or optical performance on aperture and focal length).",44.01083039867839,3.784435749053955,44.03349061654465,3.7849504947662354,44.01916262903833,3.7846250534057617,42.68130716551469,3.753761053085327,40.246558228458966,3.6950244903564453,43.22071914699208,3.766319990158081
3f49bc214d4e6337e603c4b0ba498369,human,"The pre-operational Fire Reconnaissance System (FIRES), recently studied in Germany, will demonstrate the feasibility and usefulness of a future operational small satellite system for fire reconnaissance.",53.039714552693994,3.971040964126587,54.157870278389666,3.991903305053711,54.973942625412754,4.006859302520752,54.42406259254367,3.9968063831329346,50.99946525125792,3.9318151473999023,53.416750690028984,3.9781243801116943
badea0a92ece150914e03ff0e0743045,human,"A satellite health network has been proposed for western Africa by a non-profit agency in the United States, Volunteers in Technology Assistance, using a constellation of small LEO communication satellites to link regional medical centres with village clinics and mobile health teams.",66.13348411582305,4.191675186157227,66.14878031227464,4.191906452178955,65.92976770386325,4.188590049743652,65.88416728671625,4.1878981590271,63.39391058630217,4.149367809295654,63.78673380765551,4.155545234680176
fa5ff050966c7bd7c78775f4d58e2714,human,"It has been estimated that 10 microsatellites could be built and launched for about US$ 21 million, while about US$ 30 million would be required for the medical facilities and the Earth station network.",25.14164040075736,3.2245254516601562,25.08108177308236,3.222113847732544,25.17183349085848,3.2257256507873535,24.780304205440896,3.2100491523742676,23.029707901593504,3.1367850303649902,24.250175924943395,3.1884238719940186
e3bd1e8356b6174df19c625241d84683,human,"There is always an emphasis on the active participation of members of the university community (professors, students, postgraduates), which gives them invaluable practical experience with space technology and scientific research.",22.266389970571197,3.1030783653259277,22.247827805697575,3.1022443771362305,22.64065989653848,3.1197474002838135,22.921095027599254,3.1320576667785645,20.88277080590681,3.0389244556427,22.25528689529667,3.1025795936584473
b364effb8c1b035024c9e4375f2d1b1d,human,"The eventual success of small satellites and microsatellites is not considered to be in doubt; however, before the full potential of these emerging technologies can be realized, it will be necessary to radically rethink the way missions are specified, realized, funded and operated.",18.573910531557768,2.921757936477661,18.74575507776763,2.930967330932617,18.547111702527417,2.920314073562622,18.947537845021774,2.941673994064331,18.2520572830522,2.904277801513672,18.71840037108143,2.92950701713562
d2bd79d5f1779429b77f02c73d97c636,human,"Because of the diverse nature of both applications and instruments, their needs are unlikely to be met with a common small satellite bus design, but more intensive exchange of experience with different designs could eventually lead to some kind of standardization.",57.60283015036926,4.053571701049805,58.64661541586402,4.071529865264893,59.18851840446315,4.080727577209473,57.77996304816403,4.056642055511475,56.27471397262121,4.030245304107666,56.55995401152253,4.035301208496094
8799e59fda9a4ee4391fb1b1901b9d93,human,"Through panel discussions, the Workshop developed general principles on how developing countries could use space technologies, including remote sensing and space communications systems for health care, environmental monitoring and economic and social development.",32.1604199895187,3.470736503601074,31.697499351747588,3.45623779296875,31.914147659572322,3.4630494117736816,32.62202702265538,3.484987735748291,26.646145613623954,3.282644510269165,31.6341798336176,3.454238176345825
6d022151fb79dbc4464720d851867794,human,"Funds allocated by the United Nations, IAF and the other co-sponsors for the Workshop were used to cover international air travel and per diem expenses for the period of the Workshop and the IAF Congress for selected participants from developing countries.",33.1778206321276,3.5018815994262695,33.260498145692736,3.5043704509735107,33.709697282789904,3.5177855491638184,33.55059537959082,3.513054609298706,30.960171486536453,3.432701587677002,33.048543482101145,3.4979774951934814
b6208ab60e1c83000ef24b311d68b82f,human,"Speakers, chairmen and participants from Austria, Canada, France, Germany, Italy, Malta, Netherlands, Norway, United Kingdom of Great Britain and Northern Ireland and the United States of America also took part in the Workshop. I. PRESENTATIONS AND DISCUSSIONS DURING THE WORKSHOP",11.215672665154026,2.4173121452331543,10.994227237350568,2.3973703384399414,11.136417824147145,2.4102206230163574,10.503228257071141,2.351682662963867,10.51353544497863,2.352663516998291,11.163064665444507,2.4126105308532715
65de4111b88b7d922f16e73b4717b63a,human,"Space technology had become an increasingly vital part of everyday life, characterized by growing costs and complexity, which meant that most developing countries must be extremely selective about the scope and pace of their own space activities.",31.729800467904777,3.457256317138672,31.562226463555934,3.451961040496826,31.132304554540617,3.438246011734009,31.336593893364242,3.444786548614502,30.613667568782404,3.4214465618133545,31.268575065284665,3.4426136016845703
aea216202072edcebdb5d32c90243029,human,"Although the European Remote Sensing (ERS) satellite system of ESA was not specifically planned to meet the needs of developing countries, its data played a vital role, in particular in the fields of environmental monitoring, food production and climate change.",21.51207666703469,3.0686144828796387,21.66327662399484,3.0756185054779053,21.44285609094009,3.0653915405273438,20.75864031343915,3.0329625606536865,19.605591758244802,2.9758148193359375,21.271654909697364,3.057375431060791
a14cfad03bdc1dcbae124757f567deb2,human,"Remote sensing satellites were useful in formulating disaster mitigation measures and in monitoring, and could assist in risk analyses by promoting understanding of the processes that led to natural disasters.",48.516520248860374,3.881904363632202,47.80107004527315,3.8670480251312256,47.87011526174921,3.8684914112091064,47.04893276751697,3.8511881828308105,43.70692646520038,3.7775065898895264,48.02431472502177,3.8717074394226074
eb3bdfcf3805a39551e363ddc46d3fa0,human,"Combining the fuel type with other parameters enabled fire-suppression authorities to combat forest fires more effectively, thereby dramatically reducing annual losses and achieving significant savings in fire-suppression costs.",42.8448429722074,3.757585287094116,44.69512925917897,3.7998645305633545,43.19436795905176,3.7657101154327393,44.455636880681936,3.794491767883301,40.03588520966242,3.6897761821746826,43.31854843224081,3.768580913543701
1f0fc53f16b4d279603a05a8d986cfef,human,"One of the future UN/IAF Workshops should focus on the means of overcoming the regulatory, legal, political, financial and educational obstacles to the better exploitation of space technology in developing countries.",39.8105748198061,3.6841325759887695,40.06417792249277,3.6904826164245605,40.535195054410416,3.7021706104278564,37.95126017867307,3.6363027095794678,41.09193887551935,3.7158119678497314,38.71556266896886,3.6562416553497314
1af64f124b14270b58d42def3d4724d5,human,"Whereas some telehealth applications required real-time capability (video conferences for telesurgery, telepsychiatry etc.), other applications, such as image and file transfer, consultations or research, could be supported in a store-and-forward mode.",56.4831420364837,4.033942222595215,55.11791251438975,4.009474754333496,55.67744451326135,4.019575119018555,51.646662862894736,3.944425582885742,56.30493702845643,4.030782222747803,55.29599914441328,4.01270055770874
aadca9e110fbe675797d8e89da87b9e3,human,"However, not only technical, but also regulatory, legal and political issues must be addressed and resolved if support services for health care and education were to be developed. Those issues should not be allowed to inhibit the development of adequate, worldwide satellite services that were already feasible.",31.27289181357775,3.44275164604187,31.156726796420962,3.439030170440674,31.217951845796833,3.440993309020996,30.367117362565295,3.413360357284546,29.747199836682295,3.392735004425049,31.068928871932783,3.4362082481384277
ce0a304a818543805471e63cbc0bc539,human,"In connection with the joint TREES project of the Commission of the European Communities and ESA, a deforestation monitoring system should be developed, combining low- and high-resolution data and using the Tropical Forest Information System.",43.09203119677977,3.763338088989258,41.19217731405318,3.7182483673095703,41.93498582518518,3.7361204624176025,42.3498855757466,3.7459657192230225,39.015621834198065,3.6639621257781982,42.76023400465224,3.755608558654785
fc24f5995620d3bb7ffd8c05ff58d860,human,"Voice, fax and data terminals should continue to be positioned at strategic locations so that an uninterruptible source of warning would be available even if the local radio or television infrastructure had been disabled by a disaster.",40.09957432187346,3.6913657188415527,40.30735338274227,3.6965339183807373,39.65690922331906,3.680265188217163,39.515338363402975,3.6766889095306396,40.03989443591581,3.6898763179779053,39.448203524696446,3.6749885082244873
ac515c6a876f33806a6132fcc5c3ff25,human,"4. Application forms and information on the training course were sent out in September 1994 by the United Nations to offices of the United Nations Development Programme (UNDP) for onward transmission to national authorities in 13 countries within the region: Angola, Benin, Burkina Faso, Cameroon, Central African Republic, Chad, Congo, Côte d &apos; Ivoire, Gabon, Mali, Niger, Togo and Zaire.",18.109807077153,2.896453619003296,17.451032952076893,2.85939884185791,17.814810380359727,2.8800301551818848,17.010528950458454,2.8338325023651123,17.069994850000086,2.837322235107422,17.977102821739052,2.889098882675171
c52a73469fbfd61b34837d23ac19807c,human,"Other participants were from the Office for Outer Space Affairs, ESA, German Aerospace Research Establishment (DLR), Scot Conseil and Groupement pour le développement de la télédétection aérospatiale (GDTA).",40.89083802341786,3.7109060287475586,39.346110910005116,3.6723971366882324,39.37171017609941,3.6730475425720215,39.52962347016146,3.6770503520965576,36.886400102770565,3.6078429222106934,41.36224378191626,3.7223684787750244
2ac2ce30ab3dff599c29f32ccc1faed9,human,6. Funds for the participation of the 13 international participants from developing countries were obtained from budgetary allocations of the United Nations and from financial support received from ESA.,52.444922670058524,3.959763526916504,52.55571104688445,3.961873769760132,52.17716350619626,3.9546449184417725,52.56489652857064,3.9620485305786133,45.2441756072358,3.8120739459991455,52.49335990795138,3.960686683654785
dda454d7dd187bf93ecaed3c178bc6d5,human,"On the last day of the training course, formal presentations were made followed by discussion of regional projects prepared by the participants in working groups for which access to and the use of ERS data would be a key element.",42.354490057831214,3.7460744380950928,42.49856173877873,3.7494702339172363,42.27226039281009,3.744131088256836,39.859562508413056,3.6853623390197754,41.23456681930167,3.7192769050598145,41.31456121786746,3.721215009689331
b40d8fd1f00ad2afb56266beadee7687,human,This characteristic makes radar imagery especially useful in differentiating areas of dry from moist soil and in the identification of vegetated zones often characterized by high humidity that would give rise to a strong radar response.,61.754865134624765,4.123172760009766,62.028531890884395,4.127594470977783,62.1913030734745,4.130215167999268,60.847647931126346,4.108373165130615,62.74273875780562,4.139042854309082,60.54121745384179,4.1033244132995605
2d601f9f0f9c99629d887d3b5f8f8839,human,"19. In general, through a knowledge of the interdependence of the factors which have a major influence on radar response (e.g. incidence angle, moisture content, surface roughness, geometry and slope orientation), ERS imagery corresponding to a single date can be interpreted for a variety of terrestrial applications.",38.71147376922408,3.6561360359191895,38.744113926720715,3.6569788455963135,38.976944493532436,3.6629703044891357,37.69097806874282,3.629420757293701,36.89818648558729,3.6081624031066895,38.466442348803575,3.6497862339019775
c43b66cdff5b3b4c5342a9baba572569,human,"These applications can be placed in one or more of the following categories: (a) feature identification, (b) determination of the spatial extent of a feature of interest, (c) detection of change, e.g. deforestation, and (d) quantitative determination of biogeophysical parameters, e.g. soil-water content.",13.08977908539289,2.571831703186035,12.60978000731536,2.534472703933716,12.813452870864687,2.5504956245422363,12.42853123610924,2.5199947357177734,12.242293546464271,2.504896640777588,12.9109484236925,2.5580756664276123
f275d2072c87244bfa63503937cf23e2,human,"Techniques for merging optical and radar data, such as the construction of colour composites and intensity-hue-saturation (IHS) transformations, can be employed to emphasize or de-emphasize surface features while retaining information from both data sets.",47.33380354036027,3.857224702835083,47.52714137777001,3.8613009452819824,47.35552135789444,3.8576834201812744,47.85011223426743,3.8680734634399414,43.143842981710286,3.7645397186279297,46.434323731538896,3.838038921356201
0226961a5dc2a220f1b270ad3eac827a,human,"25. The high volumes of data associated with digital processing (e.g. geocoding, enhancements) of ERS images necessitate access to fairly powerful PC-based systems with software capable of processing and displaying 16-bit ERS images.",39.94324089718692,3.6874594688415527,40.43753871496056,3.699758529663086,40.453343500959,3.7001492977142334,39.42836357591443,3.674485445022583,39.33448038292689,3.6721014976501465,39.79814279065157,3.6838202476501465
05fdd6fe1dcf416566c0313c1850b4e5,human,"In that regard, it appears that private companies in Europe which already have experience in the digital processing and enhancement of ERS data as well as in their photographic reproduction may be used to create large-scale photomaps.",46.85329520003559,3.8470213413238525,46.744273366036516,3.844691753387451,47.36344790736116,3.8578507900238037,45.42718030149762,3.816110610961914,45.49115883850361,3.8175179958343506,46.72351539432086,3.844247579574585
97ef6bfb616f3d0987bd0efcf3da2814,human,"In this regard, more detailed proposals than those elaborated during the course will be solicited from the participants in order to evaluate properly the relative merits of the various proposals and to facilitate the selection, on a competitive basis, of a number of projects worthy of support;",34.19273442793911,3.532013177871704,34.442783157468746,3.539299488067627,34.29787139923293,3.535083293914795,34.11672655563383,3.52978777885437,32.65724788045946,3.4860668182373047,33.718852689497005,3.518057107925415
568e6a50c68402b5e2a93b71c2ce6cec,human,"(b) Subsequently, arrangements will be made for supporting the selected projects within the framework of an assistance programme currently being developed jointly by the Office for Outer Space Affairs and ESA.",25.098088095761295,3.2227916717529297,24.02593548451381,3.179133892059326,24.160500422244674,3.1847190856933594,25.273618980154396,3.2297611236572266,19.980145503144293,2.994739055633545,25.11316594242196,3.2233922481536865
e9c0cf3eec14db2828727425cb200010,human,"MSS is a sophisticated robotics system that will play a predominant role in the assembly, maintenance and operation of the Space Station, in which Canada is a partner with Japan, Russian Federation, the United States and participating member States of ESA.",29.64581855811848,3.3893210887908936,28.02596919928956,3.3331315517425537,28.716043365286925,3.3574559688568115,27.811025394192054,3.325432538986206,29.6107673142404,3.3881380558013916,28.50256103652602,3.349993944168091
755e201e8de60869ac0692b0f36038af,human,"Also in June 1994, the Government announced that, following the successful conclusion of discussions with NASA, Canada would remain a full partner in the context of the International Space Station project, albeit at a reduced cost.",18.776421904505863,2.9326019287109375,18.810089584745054,2.9343934059143066,19.002803395739885,2.9445865154266357,18.68224191494213,2.9275734424591064,17.09507918499,2.8387906551361084,18.781418508191873,2.932868003845215
1a933dacf504df1807d7e834b79e897b,human,"The new CSP also mentions that space activities are of strategic importance to the transition of Canada to a knowledge-based economy, and identifies CSA as the lead coordinator for all policies and programmes of the Government in civil space-related research, science and technology, industrial development and international cooperation.",39.34552930198469,3.672382354736328,37.390327156979666,3.6214120388031006,37.85666984952535,3.6338071823120117,36.021439869846404,3.5841143131256104,38.81396474415448,3.658780097961426,38.053552933552965,3.6389944553375244
96bf4e6f061e5a61796c3de94167a29c,human,"New demonstrations and experiments designed to extend and enhance the INSAT services for various purposes, especially for new classes of telecommunication services and tele-education, are being conducted.",60.05596230345309,4.095276832580566,60.08878917574678,4.095823287963867,61.298774417210296,4.11575984954834,56.9786936588213,4.042677402496338,50.5205632963614,3.9223804473876953,58.33229648134637,4.066155910491943
f9dd21a947a0d9e6e6ab84d598edc010,human,"IRS-P3, carrying a modular opto-electronic scanner, for ocean remote sensing, of the German space agency, in addition to a wide field sensor and an X-ray astronomy payload, is scheduled for launch in the first quarter of 1996 on board the PSLV-D3 launch vehicle.",31.204423513488727,3.4405598640441895,31.197096255296454,3.4403250217437744,31.787649539393236,3.459077835083008,31.608607113848826,3.4534294605255127,29.914179412387263,3.3983325958251953,30.553401829223596,3.41947603225708
3e7e0a1d223a24c36a5a45f06fb8ecf1,human,"The implementation of locale-specific action plans generated under the Integrated Mission for Sustainable Development (IMSD), which mainly uses IRS data and collateral socio-economic data, is progressing well in 21 districts of India.",67.73854221387555,4.215655326843262,67.4853948232141,4.211911201477051,68.70838698282161,4.2298712730407715,66.12648373796867,4.1915693283081055,67.61613807664813,4.213846683502197,67.60240442765446,4.213643550872803
0739710eb89ee27dbd5b36cc6d0da2be,human,"Having established INSAT and IRS satellite systems to provide uninterrupted space services in the areas of telecommunication, television broadcasting, meteorology, disaster warning and natural resources survey and management, India achieved a significant milestone on 15 October 1994 in developing the capability to launch those satellites through the success of the second developmental launch of its polar satellite launch vehicle, PSLV-D2.",45.53860199931743,3.8185603618621826,44.73124687796373,3.8006722927093506,45.30429940032166,3.813401937484741,45.08937715320665,3.8086466789245605,41.02736811035217,3.7142393589019775,45.33837978608798,3.8141539096832275
